,predicted_labels,true_labels
75703,10,10
10915,1,1
49167,4,4
53649,4,4
45911,4,4
50167,4,4
34783,4,4
116108,4,26
123609,4,30
23550,4,4
116639,4,26
26383,4,4
108544,4,25
65230,1,8
28326,4,4
118044,4,26
112963,4,25
30853,4,4
41150,4,4
81260,4,11
69897,4,9
14102,1,1
23497,4,4
30695,4,4
119109,1,27
63676,4,7
5315,4,1
38155,4,4
50426,4,4
10024,4,1
122523,4,29
102554,1,22
10053,1,1
39429,4,4
70172,4,9
6801,1,1
119172,4,27
115270,4,26
94796,4,19
27190,4,4
1441,4,0
124541,4,30
991,4,0
67124,4,8
21270,4,3
119214,4,27
9100,1,1
62317,4,7
41452,4,4
123572,1,30
89613,25,15
46376,4,4
18135,4,2
75427,4,10
8891,4,1
68169,1,8
96459,4,20
16460,1,1
66168,1,8
103969,4,23
38571,4,4
21389,4,3
68009,4,8
36857,4,4
61221,4,7
68893,4,9
52427,4,4
77516,4,10
97670,1,20
90554,4,15
76393,10,10
93278,4,17
56104,4,5
100742,1,21
12137,1,1
108965,4,25
124293,1,30
23263,4,4
103432,4,23
98625,4,20
55092,4,5
1929,4,0
63262,1,7
108959,4,25
53950,4,4
33967,4,4
77182,4,10
26623,4,4
73235,4,9
89752,1,15
86036,4,13
9638,1,1
110779,4,25
96484,4,20
92016,4,16
65961,4,8
21744,4,3
29061,4,4
7675,1,1
55700,1,5
57512,4,6
82103,4,12
114863,4,26
101528,4,22
53358,4,4
41860,4,4
75901,4,10
82768,4,12
38968,4,4
16144,4,1
88546,4,15
115392,4,26
55851,4,5
78811,4,11
117278,4,26
68823,4,9
95627,1,20
124062,1,30
21418,4,3
85266,4,13
82589,12,12
9932,4,1
25383,4,4
16320,1,1
72306,1,9
54214,4,4
123062,4,29
68984,4,9
29497,4,4
122594,4,29
52,4,0
9315,1,1
92136,4,16
88703,4,15
77421,4,10
54724,4,5
88500,4,15
66892,4,8
54580,4,4
4578,1,1
51544,4,4
35745,4,4
81907,4,11
36978,4,4
121539,25,28
12900,1,1
38463,4,4
76435,10,10
87887,4,14
20207,4,3
66007,1,8
115631,26,26
118358,4,27
120751,4,28
73910,1,10
78790,25,11
105857,4,24
21915,4,3
46851,4,4
84394,4,13
96160,4,20
5198,1,1
18806,4,2
90149,4,15
9570,1,1
5738,4,1
110221,25,25
124015,4,30
95573,4,20
94946,4,19
74105,1,10
70114,1,9
68498,1,8
83667,4,12
42333,4,4
122459,4,29
93133,1,17
84376,4,13
56827,4,5
109919,4,25
42669,4,4
114505,4,26
38515,4,4
80640,4,11
28052,4,4
69518,1,9
63884,25,7
26657,4,4
50951,4,4
115914,4,26
35411,4,4
74239,4,10
77047,4,10
115231,4,26
82710,1,12
69755,1,9
109525,4,25
82331,1,12
64022,4,7
6562,1,1
102945,4,22
28309,4,4
15716,1,1
4982,1,1
7968,1,1
117535,4,26
44571,4,4
11300,1,1
1235,4,0
39033,4,4
106388,24,24
92132,4,16
73112,9,9
75744,1,10
119203,4,27
16190,4,1
107360,4,24
66549,4,8
89167,4,15
97905,4,20
118329,4,27
87197,4,14
53055,4,4
94584,4,19
96374,20,20
101782,1,22
89420,4,15
48721,4,4
66681,4,8
82492,4,12
70684,4,9
113706,4,25
95056,4,19
69381,4,9
62662,4,7
103812,4,23
63043,4,7
119260,4,27
82342,4,12
103714,4,23
40838,4,4
30888,4,4
88431,4,15
87522,1,14
116501,4,26
58398,1,6
34662,4,4
4630,4,1
49353,4,4
76017,4,10
21439,1,3
123219,4,29
47750,4,4
20678,4,3
34066,4,4
6966,1,1
90349,4,15
9384,1,1
13023,1,1
76901,4,10
52681,4,4
88591,4,15
30431,4,4
54300,4,4
104145,4,23
123991,4,30
104564,4,23
35342,4,4
55057,1,5
66717,4,8
110713,4,25
56093,1,5
17703,4,2
37513,4,4
87428,4,14
45265,4,4
97094,20,20
22026,4,4
14684,1,1
116143,4,26
76625,4,10
65038,4,8
39922,4,4
6119,4,1
62666,4,7
38449,4,4
85261,4,13
87696,4,14
67325,4,8
20751,4,3
42210,4,4
116723,4,26
62416,4,7
48939,4,4
57868,4,6
59570,1,6
55961,4,5
19872,4,3
38741,4,4
30325,4,4
97283,4,20
45894,4,4
103345,4,23
112652,4,25
20644,4,3
44041,4,4
99472,4,21
95117,4,19
121574,4,28
38744,4,4
26552,4,4
88668,4,15
49719,4,4
86363,4,13
28204,4,4
71594,4,9
6580,1,1
4399,1,1
95519,1,20
19290,4,2
56002,4,5
92505,4,17
54883,1,5
32849,4,4
26907,4,4
29329,4,4
79256,4,11
121103,4,28
108281,4,25
27776,4,4
4891,1,1
6623,1,1
118190,1,27
79489,4,11
116921,4,26
76662,10,10
8156,1,1
38647,4,4
59778,4,6
14882,4,1
65202,4,8
38170,4,4
5449,4,1
69519,4,9
52206,4,4
91840,4,16
52601,4,4
23320,4,4
16898,4,1
13864,1,1
53968,4,4
21061,4,3
55654,1,5
89691,4,15
78872,4,11
13928,4,1
50992,4,4
121685,4,28
72011,9,9
69064,1,9
99553,1,21
104108,4,23
92121,4,16
86154,4,13
60911,4,6
7798,1,1
97945,4,20
58041,4,6
80743,4,11
72807,9,9
105201,4,23
103439,4,23
19187,4,2
88541,4,15
91524,4,16
87047,4,14
120785,4,28
50275,4,4
76394,4,10
64823,1,8
103194,4,23
56341,1,5
36061,4,4
7257,4,1
40630,4,4
17768,4,2
101546,4,22
109288,25,25
67814,4,8
75608,1,10
107730,24,24
22114,4,4
61542,4,7
1627,4,0
81388,4,11
11288,1,1
4407,4,1
44254,4,4
6194,1,1
53528,4,4
9927,1,1
55089,10,5
21224,4,3
22204,4,4
84277,4,13
48874,4,4
73507,4,9
28976,4,4
92656,4,17
9882,1,1
98269,4,20
90108,4,15
114117,4,25
107766,4,25
61727,1,7
85050,4,13
65672,4,8
38109,4,4
75687,4,10
90056,4,15
89354,4,15
103477,4,23
100958,1,22
109373,25,25
29868,4,4
102392,1,22
107248,1,24
15352,1,1
29338,4,4
87260,4,14
123240,4,29
85375,4,13
72137,1,9
73846,10,10
10576,1,1
118481,4,27
122411,1,29
53791,4,4
45116,4,4
74476,4,10
64293,1,7
50973,4,4
24529,4,4
73317,9,9
60614,4,6
31982,4,4
27534,4,4
42925,4,4
49792,4,4
115276,4,26
108218,1,25
77311,4,10
10091,1,1
76214,4,10
4824,4,1
64097,4,7
54431,4,4
22279,4,4
47658,4,4
29926,4,4
58786,4,6
114528,4,26
122981,1,29
96778,20,20
98453,4,20
85849,4,13
81335,4,11
111476,4,25
68263,4,8
102851,4,22
53182,4,4
106657,4,24
106067,4,24
122979,1,29
52603,4,4
92141,4,16
9636,1,1
35535,4,4
29811,4,4
18230,4,2
124117,4,30
99425,4,20
50945,4,4
61918,4,7
107979,4,25
2478,4,0
23656,4,4
84203,4,12
34510,4,4
8042,1,1
71882,1,9
94942,4,19
66348,4,8
55757,4,5
61416,4,7
7927,1,1
67751,4,8
84304,4,13
15535,1,1
96383,4,20
118292,4,27
45866,4,4
78164,4,11
122563,1,29
7253,1,1
66927,4,8
9235,1,1
14758,1,1
13781,1,1
38738,4,4
7858,1,1
68604,4,8
118260,4,27
104698,4,23
76257,4,10
99529,4,21
26978,4,4
34780,4,4
3115,1,1
45063,4,4
101604,4,22
24893,4,4
47936,4,4
27809,4,4
50421,4,4
71812,1,9
26030,4,4
18267,4,2
42165,4,4
6863,1,1
23239,4,4
119735,4,28
72986,4,9
110552,4,25
67259,4,8
46371,4,4
99063,25,20
11172,1,1
20874,4,3
19074,4,2
69085,1,9
7434,1,1
16923,1,1
95005,4,19
78086,4,11
111910,4,25
88727,4,15
43336,4,4
64107,4,7
43414,4,4
27091,4,4
63883,25,7
39052,4,4
81375,4,11
5570,1,1
40090,4,4
70097,1,9
25939,4,4
79407,4,11
96462,4,20
35053,4,4
7539,1,1
117687,4,26
71192,1,9
115543,4,26
101563,4,22
56236,1,5
13016,1,1
77308,4,10
3231,4,1
43664,4,4
61709,1,7
116775,4,26
37081,4,4
57261,4,5
10614,1,1
12885,1,1
104299,4,23
44110,4,4
3658,4,1
388,4,0
93541,4,18
122823,4,29
100957,4,22
124511,4,30
59783,4,6
28295,4,4
24793,4,4
78388,25,11
38690,4,4
102241,1,22
110738,4,25
20518,4,3
95383,4,19
98674,4,20
118765,4,27
119791,4,28
29552,4,4
76260,4,10
84894,4,13
2306,4,0
96506,4,20
56629,4,5
43746,4,4
72256,9,9
4876,1,1
37886,4,4
56672,4,5
88349,4,15
121926,4,28
25942,4,4
94307,4,18
69829,4,9
83513,1,12
21669,4,3
96996,4,20
13430,4,1
20942,4,3
102879,4,22
50322,4,4
44095,4,4
39670,4,4
64904,4,8
115036,4,26
62383,1,7
46107,4,4
74966,10,10
92817,1,17
104101,1,23
75026,4,10
71721,4,9
3420,4,1
74404,1,10
48762,4,4
15956,1,1
64282,4,7
39449,4,4
18462,4,2
7601,4,1
46859,4,4
72892,4,9
86069,4,13
30787,4,4
95268,4,19
25800,4,4
6761,4,1
73047,4,9
38731,4,4
24419,4,4
114996,4,26
29506,4,4
25482,4,4
82072,4,11
123573,4,30
54216,4,4
79669,4,11
24921,4,4
648,4,0
71651,9,9
72843,4,9
105124,4,23
13544,1,1
118175,4,27
117563,4,26
104620,4,23
24469,4,4
53878,4,4
5105,1,1
47681,4,4
15489,1,1
110500,25,25
11757,1,1
17955,4,2
94705,4,19
123399,1,29
37858,4,4
110574,25,25
88465,4,15
17415,4,2
52988,4,4
92445,4,17
45873,4,4
62831,4,7
77151,4,10
118940,4,27
41685,4,4
124467,1,30
15932,1,1
81244,4,11
37227,4,4
71075,9,9
3532,1,1
105217,4,23
100822,4,22
102485,1,22
1367,4,0
51655,4,4
22697,4,4
106906,4,24
39547,4,4
95572,4,20
80388,4,11
90038,4,15
19603,4,3
35298,4,4
35568,4,4
63221,1,7
23113,4,4
82814,1,12
92876,4,17
101902,4,22
32612,4,4
110839,4,25
103386,4,23
12758,1,1
95629,1,20
30157,4,4
3730,4,1
91876,4,16
95621,20,20
8061,1,1
104848,4,23
124537,4,30
110384,1,25
119486,4,27
41568,4,4
13325,4,1
40264,4,4
2892,4,0
87425,4,14
55516,1,5
76837,4,10
30212,4,4
13701,4,1
4346,4,1
39565,4,4
72280,1,9
76979,4,10
52873,4,4
86984,4,13
23912,4,4
83012,4,12
57444,4,6
6030,1,1
109690,4,25
79282,4,11
87310,4,14
49987,4,4
104,4,0
117470,4,26
62420,4,7
31825,4,4
70398,4,9
99160,1,20
35223,4,4
21080,4,3
72869,4,9
102781,1,22
22622,4,4
1360,4,0
76754,1,10
21707,4,3
86169,4,13
63723,4,7
38287,4,4
98596,1,20
79535,4,11
107504,4,24
92189,4,16
23445,4,4
904,4,0
11504,1,1
29963,4,4
77848,4,11
96571,4,20
45919,4,4
56544,4,5
53828,4,4
66944,4,8
51194,4,4
110983,4,25
80061,4,11
51874,4,4
19716,4,3
38737,4,4
84961,4,13
35277,4,4
108549,4,25
29279,4,4
61516,4,7
90998,1,16
13223,4,1
89864,4,15
103502,4,23
68315,4,8
63182,4,7
15787,4,1
10244,1,1
103107,1,23
114201,4,25
97925,1,20
29387,4,4
83357,4,12
70410,4,9
9629,1,1
122662,4,29
107785,4,25
54056,4,4
74397,4,10
19100,4,2
119932,4,28
14385,4,1
75129,1,10
77854,4,11
110997,1,25
69979,9,9
70421,4,9
92373,4,17
15256,25,1
101295,4,22
21218,4,3
112087,4,25
25397,4,4
45340,4,4
10261,1,1
95581,4,20
70677,4,9
78784,4,11
68583,4,8
67080,4,8
84040,4,12
41770,4,4
41576,4,4
47609,4,4
10652,1,1
43721,4,4
82070,4,11
40326,4,4
101216,4,22
7375,1,1
69572,4,9
12326,1,1
27360,4,4
55608,4,5
102558,4,22
21137,4,3
14795,1,1
118520,1,27
122985,4,29
115592,4,26
56726,4,5
79252,4,11
123840,1,30
121457,4,28
3952,4,1
58697,4,6
36049,4,4
51183,4,4
35293,4,4
72888,4,9
109818,4,25
114999,23,26
106544,1,24
78060,4,11
57031,4,5
48944,4,4
55168,4,5
120060,4,28
56390,1,5
13421,1,1
45055,4,4
69301,9,9
64279,4,7
4498,4,1
44036,4,4
21198,4,3
121461,4,28
13004,4,1
52636,4,4
49394,4,4
13867,4,1
76436,10,10
100236,1,21
70429,1,9
65121,1,8
101186,1,22
31499,4,4
87863,4,14
93045,1,17
57429,1,6
16288,1,1
17139,1,1
86411,4,13
69201,1,9
65535,4,8
124190,25,30
73835,10,10
2917,1,1
114570,4,26
107196,1,24
71672,4,9
23417,4,4
121501,26,28
84081,4,12
20528,4,3
14616,1,1
9142,1,1
76474,1,10
67388,1,8
51388,4,4
3142,1,1
115313,4,26
15302,1,1
70606,4,9
77454,4,10
113621,4,25
53924,4,4
75268,10,10
62124,4,7
69035,1,9
104938,4,23
116637,4,26
59636,1,6
84941,4,13
106644,4,24
92370,4,17
24280,4,4
43082,4,4
48911,4,4
90177,4,15
36189,4,4
46099,4,4
97001,20,20
19038,4,2
86742,4,13
19081,4,2
88649,4,15
9270,1,1
31308,4,4
104087,4,23
42084,4,4
12814,1,1
124263,1,30
29115,4,4
29055,4,4
34342,4,4
20749,4,3
64167,4,7
39460,4,4
55303,4,5
77302,10,10
62809,1,7
92639,4,17
101215,4,22
23743,4,4
114833,4,26
3502,4,1
68074,1,8
107803,4,25
65114,4,8
78330,1,11
75214,4,10
20249,4,3
16679,1,1
25481,4,4
51823,4,4
108359,4,25
104695,4,23
69832,4,9
7002,1,1
81851,4,11
38626,4,4
43368,4,4
59813,4,6
30067,4,4
83802,1,12
48615,4,4
48709,4,4
27334,4,4
34928,4,4
95932,20,20
20539,4,3
76385,4,10
80368,4,11
24831,4,4
119122,4,27
27897,4,4
47902,4,4
105732,4,24
69694,9,9
88535,4,15
73072,4,9
75450,4,10
27336,4,4
102769,1,22
81529,4,11
102664,4,22
9213,1,1
31873,4,4
109547,4,25
89108,4,15
1654,4,0
44825,4,4
45184,4,4
90144,4,15
12478,4,1
114602,4,26
124097,4,30
48977,4,4
116450,26,26
49621,4,4
31882,1,4
84743,4,13
94778,4,19
106595,24,24
85316,4,13
98449,4,20
3014,1,1
109598,24,25
20543,4,3
7514,1,1
80586,4,11
5402,1,1
106592,1,24
83544,1,12
112505,4,25
64479,4,7
38555,4,4
27388,4,4
100129,1,21
89578,4,15
124636,1,30
24857,4,4
38778,4,4
10191,4,1
99099,4,20
55416,4,5
90254,4,15
9305,1,1
110216,4,25
57217,4,5
7804,4,1
116681,4,26
107264,24,24
57418,4,6
122362,4,29
92104,4,16
13394,4,1
50355,4,4
66359,4,8
24119,4,4
88604,4,15
94344,4,19
45564,4,4
27059,4,4
55325,4,5
3429,4,1
34451,4,4
847,4,0
91113,4,16
86018,4,13
106203,25,24
34949,4,4
11132,1,1
11760,1,1
60494,4,6
109434,4,25
27577,4,4
15402,4,1
77046,10,10
55643,4,5
27708,4,4
107699,24,24
110320,4,25
41972,4,4
68609,1,8
106181,25,24
32506,4,4
66802,4,8
100816,4,22
83114,4,12
52543,4,4
63111,4,7
92440,4,17
66083,4,8
58061,4,6
109452,4,25
116724,26,26
16814,1,1
80078,4,11
25680,4,4
50998,4,4
59603,4,6
56415,4,5
6576,1,1
36550,4,4
5809,4,1
121098,4,28
11727,4,1
106251,4,24
121540,4,28
45043,4,4
46023,4,4
96546,20,20
73591,4,9
86789,4,13
110810,4,25
85403,4,13
98338,4,20
37952,4,4
66275,1,8
36941,4,4
77811,4,10
102436,1,22
52098,4,4
87636,4,14
93821,4,18
4721,1,1
122038,4,28
72968,4,9
82498,1,12
9002,4,1
27556,4,4
61022,4,6
35819,4,4
53250,4,4
98648,4,20
57485,4,6
17853,4,2
64180,4,7
22497,4,4
8911,1,1
92194,4,16
62366,4,7
92460,1,17
17652,4,2
34220,4,4
43644,4,4
52001,1,4
1900,4,0
30085,4,4
99189,1,20
22806,4,4
121571,4,28
106042,4,24
49565,4,4
5688,1,1
22694,4,4
29718,4,4
53472,4,4
86490,4,13
62249,4,7
64436,4,7
6391,4,1
94622,4,19
20944,4,3
77710,4,10
6348,4,1
66904,4,8
37707,4,4
119352,1,27
83599,4,12
8670,1,1
32493,4,4
9714,1,1
107066,4,24
87045,4,14
15031,1,1
87354,4,14
78204,4,11
83632,4,12
104271,4,23
51987,4,4
78184,4,11
84168,4,12
82326,4,12
104903,4,23
99116,4,20
18898,4,2
55001,4,5
30737,4,4
118561,4,27
65649,4,8
111212,4,25
123904,4,30
95714,4,20
78979,4,11
28328,4,4
45880,4,4
76234,4,10
6535,4,1
19638,4,3
95527,4,20
9925,1,1
56419,4,5
77167,4,10
41544,4,4
12378,1,1
101761,1,22
67627,4,8
26930,4,4
52194,4,4
9282,1,1
113654,25,25
25668,4,4
124266,1,30
99443,1,21
8023,4,1
122519,4,29
72234,4,9
82574,4,12
122971,4,29
92190,4,16
75295,4,10
71237,4,9
122125,4,29
20687,4,3
111231,4,25
78203,4,11
62710,1,7
83568,4,12
74371,4,10
33646,4,4
95370,4,19
85188,4,13
34908,4,4
83819,1,12
55449,4,5
110881,25,25
79046,4,11
2498,4,0
8987,4,1
74998,4,10
97451,25,20
28288,4,4
69856,1,9
5519,1,1
76235,1,10
64044,4,7
119835,4,28
114148,4,25
43603,4,4
46855,4,4
121335,4,28
31677,4,4
106905,4,24
75243,10,10
4647,1,1
110980,25,25
72123,4,9
112056,1,25
24333,4,4
112913,4,25
58014,4,6
87713,4,14
79065,4,11
44287,4,4
66030,1,8
31121,4,4
79435,4,11
98672,4,20
70960,4,9
105133,4,23
58512,1,6
87363,4,14
82937,4,12
4185,1,1
56025,4,5
44239,4,4
5661,4,1
72371,1,9
82763,4,12
23224,4,4
91456,4,16
10971,4,1
122700,1,29
67240,4,8
83344,4,12
118802,1,27
119279,4,27
102732,1,22
37547,4,4
23861,4,4
62054,4,7
52932,4,4
66940,4,8
48316,4,4
67874,4,8
45550,4,4
28868,4,4
49403,4,4
91376,4,16
43029,4,4
51580,4,4
3773,4,1
71175,4,9
115124,4,26
71797,1,9
1131,4,0
96577,1,20
82835,4,12
20334,4,3
51694,4,4
25042,4,4
2273,4,0
17841,4,2
64295,4,7
55846,4,5
120686,4,28
62352,4,7
3841,1,1
96995,1,20
107058,24,24
98990,4,20
118763,4,27
82683,4,12
78092,4,11
111459,25,25
24304,4,4
50923,4,4
11362,1,1
70993,4,9
120787,4,28
39498,4,4
39268,4,4
64253,1,7
60901,4,6
76648,10,10
97070,4,20
80858,4,11
48576,4,4
8493,1,1
45933,4,4
0,4,0
65545,4,8
38467,4,4
25599,4,4
83523,4,12
13029,1,1
45733,4,4
15161,1,1
35016,4,4
110562,25,25
53556,4,4
65629,4,8
116079,4,26
28892,4,4
75008,4,10
103212,4,23
121285,4,28
26971,4,4
54565,4,4
323,4,0
101509,4,22
46972,4,4
97582,1,20
8035,1,1
82872,4,12
18637,4,2
103823,4,23
9520,4,1
82942,4,12
56143,1,5
38417,4,4
65533,4,8
32149,4,4
63713,4,7
118981,1,27
21900,1,3
52379,4,4
87620,4,14
103318,4,23
12128,1,1
102489,1,22
121200,4,28
81657,4,11
81390,4,11
101525,1,22
100270,4,21
84878,4,13
51132,4,4
42157,4,4
31234,4,4
56744,4,5
2928,1,1
24750,4,4
19221,4,2
57012,4,5
75999,4,10
23850,4,4
73479,4,9
70742,1,9
114885,4,26
124595,4,30
121388,4,28
85031,4,13
8479,1,1
23308,4,4
92452,4,17
115,4,0
7199,1,1
116552,4,26
5869,1,1
16771,4,1
2714,4,0
43143,4,4
91012,4,16
10038,1,1
32926,4,4
61937,4,7
108045,25,25
12240,1,1
111517,25,25
33949,4,4
106375,4,24
45731,4,4
23361,4,4
41413,4,4
8062,1,1
60486,4,6
88587,4,15
77234,4,10
77839,4,11
101305,1,22
31676,4,4
20219,4,3
71963,4,9
12477,1,1
22062,4,4
33962,4,4
31800,4,4
92533,4,17
42306,4,4
8698,4,1
107280,1,24
110197,25,25
44567,4,4
71576,4,9
95785,20,20
34815,4,4
1529,4,0
79232,4,11
50252,25,4
29864,4,4
94991,4,19
60169,1,6
75084,4,10
49136,4,4
65807,1,8
49525,4,4
42296,4,4
28119,4,4
2352,4,0
65648,4,8
3340,4,1
68938,4,9
24286,4,4
105260,4,23
57374,4,6
107283,4,24
78773,4,11
30943,4,4
44212,4,4
82781,4,12
67363,4,8
13675,1,1
38184,4,4
77852,4,11
55512,4,5
99153,1,20
89267,4,15
51846,4,4
93657,4,18
67408,4,8
19771,4,3
79772,4,11
832,4,0
122349,4,29
27484,4,4
88050,4,14
90370,4,15
64628,4,7
61655,4,7
110027,1,25
83918,4,12
25195,4,4
74296,4,10
72163,1,9
69137,4,9
81016,4,11
30772,4,4
96991,1,20
46914,4,4
48377,4,4
19199,4,2
98330,4,20
33535,4,4
81135,4,11
18323,1,2
54370,4,4
85552,4,13
47412,4,4
65189,4,8
32993,4,4
97613,20,20
2692,4,0
1700,4,0
119393,1,27
79652,4,11
64541,4,7
2926,1,1
92071,1,16
102105,4,22
77100,1,10
16313,1,1
129,4,0
72962,4,9
46075,4,4
103173,4,23
116453,4,26
36199,4,4
99545,4,21
99921,4,21
32179,4,4
3927,1,1
10017,1,1
23915,4,4
102210,1,22
89022,15,15
87160,4,14
27054,4,4
23426,4,4
26832,4,4
29459,4,4
72339,4,9
118577,1,27
108712,4,25
109949,20,25
72293,4,9
22736,4,4
19736,4,3
77424,4,10
106218,25,24
18219,4,2
41730,4,4
43253,4,4
98505,1,20
56565,1,5
117329,4,26
92402,4,17
33282,4,4
31064,4,4
69592,9,9
54867,1,5
29094,4,4
63338,4,7
38130,4,4
52434,4,4
72997,4,9
46865,4,4
120418,4,28
118689,4,27
18343,4,2
115318,4,26
121962,28,28
26192,4,4
114812,4,26
928,4,0
47005,4,4
20430,4,3
120715,4,28
66650,4,8
16125,4,1
55824,4,5
110534,11,25
26669,4,4
121644,4,28
8799,1,1
27976,4,4
78320,11,11
123729,4,30
22926,4,4
35556,4,4
59605,4,6
13998,1,1
75896,4,10
88739,4,15
92185,4,16
50626,4,4
9406,1,1
11066,1,1
6896,1,1
38790,4,4
76343,1,10
74143,4,10
40679,4,4
75066,4,10
47775,4,4
121577,4,28
118009,4,26
94556,4,19
55887,1,5
4177,1,1
58876,4,6
75419,4,10
27115,4,4
4534,1,1
119002,1,27
87236,4,14
43471,4,4
90825,4,16
117376,26,26
28258,4,4
51893,4,4
99965,4,21
121222,4,28
96318,25,20
107645,4,24
114878,4,26
121296,4,28
17127,1,1
16506,1,1
92138,4,16
86256,4,13
3978,1,1
51089,4,4
117714,4,26
10396,1,1
80519,4,11
103695,4,23
111278,25,25
40524,4,4
94800,4,19
40663,4,4
46773,4,4
41801,4,4
108949,4,25
7828,4,1
60551,1,6
49445,4,4
45298,4,4
103718,4,23
24016,4,4
5359,1,1
19252,4,2
94690,4,19
116615,4,26
117245,4,26
5759,1,1
64045,4,7
66028,1,8
76988,4,10
64476,1,7
61423,1,7
34544,4,4
108474,4,25
99607,1,21
67909,4,8
105149,4,23
4646,1,1
18121,4,2
60997,4,6
15266,1,1
103428,4,23
121322,4,28
97474,20,20
14643,1,1
90925,4,16
118433,4,27
82402,12,12
104837,1,23
101291,1,22
93734,4,18
7867,1,1
7366,4,1
26084,4,4
45418,4,4
76224,1,10
93575,4,18
63630,1,7
101737,25,22
39287,4,4
88149,4,14
41946,4,4
97660,20,20
102232,4,22
104791,4,23
16287,1,1
115285,10,26
72564,4,9
29913,4,4
22,4,0
51353,4,4
316,4,0
25232,4,4
52882,4,4
8843,1,1
81413,4,11
30097,4,4
32255,4,4
84791,4,13
107548,1,24
78467,4,11
5655,1,1
11321,1,1
47947,4,4
78216,4,11
79980,4,11
16180,1,1
41163,1,4
116693,4,26
19095,4,2
13715,1,1
20128,4,3
38138,4,4
9695,4,1
83360,1,12
20024,4,3
19743,4,3
118705,20,27
63804,1,7
58563,1,6
109983,25,25
100302,1,21
11873,1,1
47054,4,4
36780,4,4
67220,1,8
35285,4,4
8535,4,1
53136,4,4
2648,4,0
30911,4,4
18237,4,2
89328,4,15
117897,4,26
21251,4,3
106950,4,24
37958,4,4
63012,4,7
55776,4,5
112333,4,25
4394,4,1
105188,1,23
104931,4,23
7737,1,1
88496,4,15
34860,4,4
46684,4,4
34233,4,4
3926,1,1
45879,4,4
16277,1,1
78625,4,11
71094,4,9
68739,1,9
90979,4,16
69478,4,9
102546,4,22
74222,4,10
113812,4,25
31216,4,4
63881,4,7
110845,4,25
24650,4,4
75092,1,10
41911,4,4
18943,4,2
113243,4,25
66993,1,8
36253,4,4
79374,4,11
116618,4,26
51505,4,4
78806,4,11
89816,4,15
13685,1,1
58777,4,6
44975,1,4
46975,4,4
77849,4,11
26544,4,4
19640,4,3
17873,4,2
106348,4,24
39583,4,4
58091,4,6
122311,4,29
122782,4,29
43044,4,4
44561,4,4
61811,25,7
116161,4,26
81721,4,11
99437,1,21
24451,4,4
4693,1,1
50245,4,4
53574,4,4
120391,4,28
32869,4,4
43921,4,4
107433,4,24
80284,4,11
69014,4,9
11060,1,1
29252,4,4
90772,15,15
1722,4,0
89193,4,15
45528,4,4
78594,4,11
15636,1,1
9957,1,1
43712,4,4
7149,1,1
32887,4,4
58350,4,6
38801,4,4
64922,4,8
22651,4,4
93672,4,18
19885,4,3
111084,4,25
72414,4,9
115150,4,26
44220,4,4
82385,4,12
89299,4,15
20295,4,3
94353,4,19
52453,4,4
4485,1,1
581,4,0
53864,4,4
53330,4,4
62584,4,7
101195,1,22
41416,4,4
10929,1,1
84246,4,13
105993,4,24
34654,4,4
527,4,0
95472,4,19
90859,4,16
2918,1,1
88751,4,15
37133,4,4
22019,4,4
119747,4,28
53831,4,4
54122,4,4
60189,4,6
85636,10,13
45640,4,4
31344,4,4
67114,4,8
65133,1,8
68137,4,8
110578,4,25
10359,1,1
77944,1,11
18738,4,2
45431,4,4
116469,4,26
124023,4,30
68029,1,8
70355,4,9
19115,4,2
108373,4,25
38883,4,4
104370,4,23
107156,4,24
51513,4,4
5795,4,1
68039,1,8
60106,1,6
46072,4,4
16131,1,1
104648,4,23
75315,4,10
100181,4,21
13712,4,1
104068,4,23
4883,1,1
93451,4,18
121932,4,28
31162,4,4
40491,4,4
13897,1,1
83460,4,12
77174,4,10
49151,4,4
60824,4,6
83205,4,12
100442,4,21
32614,4,4
123012,4,29
35120,4,4
100132,1,21
32481,4,4
67459,4,8
73142,4,9
44924,4,4
5342,4,1
42725,4,4
91768,4,16
11247,1,1
47465,4,4
123077,4,29
64929,4,8
23735,4,4
96171,4,20
27082,4,4
94074,4,18
87608,4,14
60990,1,6
6165,1,1
67970,4,8
29731,4,4
108572,1,25
104387,4,23
54492,4,4
42726,4,4
23146,4,4
54966,4,5
105262,4,23
116800,1,26
124695,4,30
107992,4,25
29879,4,4
120359,4,28
4752,1,1
6455,1,1
22929,4,4
83902,1,12
40820,4,4
18959,4,2
12014,1,1
85381,4,13
112667,4,25
53716,4,4
6879,1,1
47060,4,4
64837,1,8
97061,4,20
84476,4,13
56644,4,5
9587,1,1
112849,4,25
83125,4,12
118992,4,27
104582,4,23
20320,4,3
561,4,0
91458,1,16
80574,4,11
10777,4,1
105025,4,23
65076,4,8
28552,4,4
17601,4,2
104675,4,23
33009,4,4
20580,25,3
32326,4,4
96746,1,20
19787,4,3
100210,4,21
49633,4,4
122528,4,29
100324,4,21
13327,1,1
16036,1,1
73990,4,10
83586,4,12
87252,4,14
54547,4,4
89347,4,15
97618,1,20
111580,25,25
74127,25,10
45989,4,4
111070,4,25
68287,4,8
117268,4,26
34513,4,4
52469,4,4
44804,4,4
54753,4,5
78825,4,11
40360,4,4
95812,1,20
11942,1,1
24625,4,4
28357,4,4
63750,4,7
107712,4,24
96630,1,20
